Tweets,Reformed_Tweets,sentiment_scores,compound_score,sentiment
"...and, India missed out its 100th Test victory n 10th consecutive win without a loss. ",inia misse 100th test victory n 10th consecutive win without loss,"{'neg': 0.0, 'neu': 0.581, 'pos': 0.419, 'compound': 0.6968}",0.6968,Positive
@JonathanRKnight I guess that's a no then. ,guess,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
sadly is going to bed. ,saly going,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
@ozesteph1992 Shame to hear this Stephan ,shame hear stephan,"{'neg': 0.608, 'neu': 0.392, 'pos': 0.0, 'compound': -0.4767}",-0.4767,Negative
@mrsaintnick hey! i'm leavin in the morning... ,hey im leavin morning,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
"Was intending to finish editing my 536-page novel manuscript tonight, but that will probably not happen. And only 12 pages are left ",intening finish eiting 536page novel manuscript tonight probably happen 12 page left,"{'neg': 0.0, 'neu': 0.827, 'pos': 0.173, 'compound': 0.3182}",0.3182,Positive
laid around too much today... now my head hurts ,lai aroun much toay hea hurt,"{'neg': 0.405, 'neu': 0.595, 'pos': 0.0, 'compound': -0.5267}",-0.5267,Negative
@twista202 I still haven't read the 9th&amp;10th Princess diaries  Saving Francesca made me cry at the end. Hmm those are easy books.,still havent rea 9thamp10th princess iaries saving francesca mae cry en hmm easy book,"{'neg': 0.172, 'neu': 0.667, 'pos': 0.161, 'compound': -0.0516}",-0.0516,Negative
my nokia 1110 died..  ,nokia 1110 ie,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
My mom might have breast cancer won't find out anything for. Like a week I'm so worried! ,mom might breast cancer wont fin anything like week im worrie,"{'neg': 0.42, 'neu': 0.58, 'pos': 0.0, 'compound': -0.7587}",-0.7587,Negative
Going to sleep. Hoping tomorrow is a better day. ,going sleep hoping tomorrow better ay,"{'neg': 0.0, 'neu': 0.412, 'pos': 0.588, 'compound': 0.6908}",0.6908,Positive
@rumblepurr lol.. wish they understood daylight savings has ended though and breakfast is an hour later  They keep waking the kids up too,lol wish unerstoo aylight saving ene though breakfast hour later keep waking ki,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.6705}",0.6705,Positive
@onemoreproject that is lame ,lame,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4215}",-0.4215,Negative
I don't understand... I really don't ,ont unerstan really ont,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
HEROES just isn't doing it for me this season... ,hero isnt oing season,"{'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.5574}",0.5574,Positive
Living not downtown sure isn't much fun.  ,living owntown sure isnt much fun,"{'neg': 0.3, 'neu': 0.444, 'pos': 0.255, 'compound': -0.1032}",-0.1032,Negative
@jonathanchard Not calorie wise   I wish junk food was calorie free! I ate a thing of sour skittles and a big ass cherry coke!,calorie wise wish junk foo calorie free ate thing sour skittle big as cherry coke,"{'neg': 0.0, 'neu': 0.569, 'pos': 0.431, 'compound': 0.8442}",0.8442,Positive
Man Work is Hard ,man work har,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
"getting sick  time for some hot tea, studying, and then sleeeep",getting sick time hot tea stuying sleeeep,"{'neg': 0.355, 'neu': 0.645, 'pos': 0.0, 'compound': -0.5106}",-0.5106,Negative
Getting eyebrows waxed. More pain ,getting eyebrow waxe pain,"{'neg': 0.524, 'neu': 0.476, 'pos': 0.0, 'compound': -0.5106}",-0.5106,Negative
No phantasy star yesterday  going to work...,phantasy star yesteray going work,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Oh - Just got all my MacHeist 3.0 apps - sweet. Didn't get the Espresso serial no though although they said they sent it - oh well ,oh got macheist 30 apps sweet int get espresso serial though although sai sent oh well,"{'neg': 0.0, 'neu': 0.733, 'pos': 0.267, 'compound': 0.6249}",0.6249,Positive
Picked Mich St to win it all from the get go.  Was feeling pretty good about that pick all the way up until......tonight.  A's lost too ,picke mich st win get go feeling pretty goo pick way untiltonight lost,"{'neg': 0.116, 'neu': 0.455, 'pos': 0.429, 'compound': 0.7351}",0.7351,Positive
is alone downstairs...working ,alone ownstairsworking,"{'neg': 0.667, 'neu': 0.333, 'pos': 0.0, 'compound': -0.25}",-0.25,Negative
I feel bad for doing it ,feel ba oing,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
"@RyanSeacrest is it just me, or she hates anoop. i mean seriously, she's kinda mean to him. ",hate anoop mean seriously kina mean,"{'neg': 0.574, 'neu': 0.426, 'pos': 0.0, 'compound': -0.6597}",-0.6597,Negative
@pinkserendipity yes sprint has 4g only in baltimore and chicago so far ,yes sprint 4g baltimore chicago far,"{'neg': 0.0, 'neu': 0.649, 'pos': 0.351, 'compound': 0.4019}",0.4019,Positive
I'm stuck awake in the middle of the night for the second day in a row. And I felt terrible yesterday. ,im stuck awake mile night secon ay row felt terrible yesteray,"{'neg': 0.362, 'neu': 0.638, 'pos': 0.0, 'compound': -0.6249}",-0.6249,Negative
Thanks for bursting my bubble ,thanks bursting bubble,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}",0.4404,Positive
Going to school soon... can't find anything to wear!! gosh it's so hard ,going school soon cant fin anything wear gosh har,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
@marieclr I was serious  LOL,serious lol,"{'neg': 0.317, 'neu': 0.0, 'pos': 0.683, 'compound': 0.3612}",0.3612,Positive
@naughtyhaughty I had on my page for sooooo long!!! Until it got deleted  Sad day in history,ha page sooooo long got elete sa ay history,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.34}",0.34,Positive
Crazy wind today = no birding  http://ff.im/1XTTi,crazy win toay biring,"{'neg': 0.293, 'neu': 0.244, 'pos': 0.463, 'compound': 0.34}",0.34,Positive
currently at work.. ,currently work,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Grrr.. my ipods acting weird too! Jai ho and thinking of you aren't playing the full songs.. ughh. ,grrr ipo acting weir jai ho thinking playing full song ughh,"{'neg': 0.115, 'neu': 0.738, 'pos': 0.148, 'compound': 0.1027}",0.1027,Positive
@penndbad send me the DVD cos I have missed out on heaps  NOT happy about that!,sen v co misse heap happy,"{'neg': 0.0, 'neu': 0.519, 'pos': 0.481, 'compound': 0.5719}",0.5719,Positive
i don't see the big deal with this website ,ont see big eal website,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
@machineplay I'm so sorry you're having to go through this. Again.  #therapyfail,im sorry youre go therapyfail,"{'neg': 0.245, 'neu': 0.755, 'pos': 0.0, 'compound': -0.0772}",-0.0772,Negative
@ColinDeMar Far too out of the way for rail.  any other tips?,far way rail tip,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
I'm not still up I swear. Why do I keep losing. gaining. losing. gaining. tweeps?  So heart wrenching.,im still swear keep losing gaining losing gaining tweeps heart wrenching,"{'neg': 0.356, 'neu': 0.333, 'pos': 0.311, 'compound': 0.0516}",0.0516,Positive
"Today I realized I am too good at hiding things, even I can't find it ",toay realize goo hiing thing even cant fin,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
"Staying at a friends house...house sitting, neighbors are SO loud-having a party ",staying friens househouse sitting neighbor louhaving party,"{'neg': 0.0, 'neu': 0.69, 'pos': 0.31, 'compound': 0.4019}",0.4019,Positive
@dannyvegasbaby danny im upset that i wasnt here to watch the live chat  i was in a car. for 3 hours on a trip im soooo upset!!,anny im upset wasnt watch live chat car 3 hour trip im soooo upset,"{'neg': 0.321, 'neu': 0.679, 'pos': 0.0, 'compound': -0.6369}",-0.6369,Negative
Check out my mug  http://www.erika-obscura.blogspot.com,check mug,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Borders closed at 10 ,borer close 10,"{'neg': 0.412, 'neu': 0.588, 'pos': 0.0, 'compound': -0.1027}",-0.1027,Negative
Downloading NIN's new album &quot;the slip&quot; - when the hell did this come out? I'm so behind the times these days ,ownloaing nin new album quotthe slipquot hell come im behin time ays,"{'neg': 0.295, 'neu': 0.705, 'pos': 0.0, 'compound': -0.6808}",-0.6808,Negative
Just woke up an already have written some e-mail... I've to go early at University today as I have to teach at 8:30 AM! ,woke alreay written email ive go early university toay teach 830,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
is watching the hill . . .and its making me sad ,watching hill making sa,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
So many channels.... yet so so boring... lazy day again  may have to find a hobby,many channel yet boring lazy ay may fin hobby,"{'neg': 0.407, 'neu': 0.593, 'pos': 0.0, 'compound': -0.5859}",-0.5859,Negative
@supersport I miss my buddy  ill be in NY on the 25th,miss buy ill ny 25th,"{'neg': 0.595, 'neu': 0.405, 'pos': 0.0, 'compound': -0.5267}",-0.5267,Negative
@robluketic  love the french. I tell people here in the south i'm qtr. french and they snarl at me.  french are beautiful people,love french tell people south im qtr french snarl french beautiful people,"{'neg': 0.0, 'neu': 0.552, 'pos': 0.448, 'compound': 0.8442}",0.8442,Positive
Opps.. As I said.. I still got one day remain and now problem come ,opps sai still got one ay remain problem come,"{'neg': 0.252, 'neu': 0.748, 'pos': 0.0, 'compound': -0.4019}",-0.4019,Negative
"I activated my Selfcontrol block early, meaning I can't check out the new QC.  Regularizing my internal clock is might be difficult. #fb",activate selfcontrol block early meaning cant check new qc regularizing internal clock might ifficult fb,"{'neg': 0.172, 'neu': 0.828, 'pos': 0.0, 'compound': -0.4404}",-0.4404,Negative
@HillyDoP  oH NO,oh,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
spencer is not a good guy. ,spencer goo guy,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
"@goodlaura What about Reese dying on #TTSC? And season finale next week.  #24 boring, Madame President is a crazy woman.",reese ying ttsc season finale next week 24 boring maame presient crazy woman,"{'neg': 0.299, 'neu': 0.701, 'pos': 0.0, 'compound': -0.5719}",-0.5719,Negative
"@JonathanRKnight I hate the limited letters,too.Hope you and the guys are fine?I pray for my dog,sheï¿½s not well ",hate limite letterstoohope guy finei pray ogsheï¿½s well,"{'neg': 0.282, 'neu': 0.382, 'pos': 0.336, 'compound': -0.0772}",-0.0772,Negative
didn't get shit done today ~ i'm so screwed ,int get shit one toay im screwe,"{'neg': 0.375, 'neu': 0.625, 'pos': 0.0, 'compound': -0.5574}",-0.5574,Negative
wanttss to go out ,wanttss go,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Is not going to sleep tonite. ,going sleep tonite,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
too worried and tired to post tonight ,worrie tire post tonight,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
couldn't get shit done today ~ i'm so screwed ,coulnt get shit one toay im screwe,"{'neg': 0.375, 'neu': 0.625, 'pos': 0.0, 'compound': -0.5574}",-0.5574,Negative
"Job Interview in Cardiff today, wish me luck! Got about 3 hours sleep ",job interview cariff toay wish luck got 3 hour sleep,"{'neg': 0.0, 'neu': 0.551, 'pos': 0.449, 'compound': 0.6908}",0.6908,Positive
"@stustone Your show is whack. Way worse than whack, it's wiggety-whack.    :*(:*(:*(",show whack way worse whack wiggetywhack,"{'neg': 0.383, 'neu': 0.617, 'pos': 0.0, 'compound': -0.4767}",-0.4767,Negative
@DjAlizay I really don't think people choose to be that way. But I think he chose not to accept my family's help   He might be dead by now,really ont think people choose way think chose accept family help might ea,"{'neg': 0.0, 'neu': 0.675, 'pos': 0.325, 'compound': 0.6486}",0.6486,Positive
"@eloquentembrace You're going to kill me, but I've not seen DS9. I've been waiting till I can do it in one solid week sitting. ",youre going kill ive seen s9 ive waiting till one solo week sitting,"{'neg': 0.281, 'neu': 0.719, 'pos': 0.0, 'compound': -0.6908}",-0.6908,Negative
@cheechbud i think ur right!! hahaha!! 4.5 hrs now!! ,think ur right hahaha 45 hr,"{'neg': 0.0, 'neu': 0.581, 'pos': 0.419, 'compound': 0.5574}",0.5574,Positive
i hate to see the spartans so sad ,hate see spartan sa,"{'neg': 0.552, 'neu': 0.448, 'pos': 0.0, 'compound': -0.5719}",-0.5719,Negative
My mind and body are severely protesting this &quot;getting up&quot;  thing. Had nightmares to boot ,min boy severely protesting quotgetting upquot thing ha nightmare boot,"{'neg': 0.382, 'neu': 0.461, 'pos': 0.158, 'compound': -0.5267}",-0.5267,Negative
"@MySteezRadio I'm goin' to follow u, since u didn't  LOL  GO ANGELS!",im goin follow u since u int lol go angel,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.4215}",0.4215,Positive
@mandayyy ,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
@twista202 I think I want to read some books but the library doesn't have them ,think want rea book library oes,"{'neg': 0.0, 'neu': 0.794, 'pos': 0.206, 'compound': 0.0772}",0.0772,Positive
My nap was interrupted so many times today  Going out for Japanese with the 'rents again...,nap interrupte many time toay going japanese rent,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Kind of longs for the bus that shows up at the end of Ghost World right now. Ugh. ,kin longs bus show en ghost worl right ugh,"{'neg': 0.421, 'neu': 0.579, 'pos': 0.0, 'compound': -0.6249}",-0.6249,Negative
@GuruMN but this is canada  canada is weird. we're supposed to get snow through wednesday. ugh.,canaa canaa weir suppose get snow wenesay ugh,"{'neg': 0.286, 'neu': 0.714, 'pos': 0.0, 'compound': -0.4215}",-0.4215,Negative
Awwh babs... you look so sad underneith that shop entrance of &quot;Yesterday's Musik&quot;  O-: I like the look of the new transformer movie ,awwh babs look sa unerneith shop entrance quotyesteray musikquot like look new transformer movie,"{'neg': 0.0, 'neu': 0.839, 'pos': 0.161, 'compound': 0.3612}",0.3612,Positive
sad that the 'feet' of my macbook just fell off ,sa foot macbook fell,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
I'm gonna get up late tomorrow and it's 132am here. I gonna get tipsy by my lonesome. That's...that's just sad ,im gonna get late tomorrow 132am gonna get tipsy lonesome isthat sa,"{'neg': 0.185, 'neu': 0.815, 'pos': 0.0, 'compound': -0.3612}",-0.3612,Negative
"I'm sweating my forthcoming trip to E3.  If I can't find someone to crash with while I'm out there, I may be screwed.  ",im sweating forthcoming trip e3 cant fin someone crash im may screwe,"{'neg': 0.0, 'neu': 0.83, 'pos': 0.17, 'compound': 0.3089}",0.3089,Positive
"Has now gotten somebody to read his tweets, but cant get them to make an account. ",gotten someboy rea tweet cant get make account,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
@infinitydefines  omgawd i couldnt handle my cat being in heat all the time D: D:,omgaw coulnt hanle cat heat time,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
@DonnieWahlberg I hope i can make it to the auburn show. but its not looking good for me ,hope make auburn show looking goo,"{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.4404}",0.4404,Positive
@David_Henrie *thats people mag haha i couldnt fit it all in.. i dont think those pictures ever made it in the magazine tho!  haha,thats people mag haha coulnt fit ont think picture ever mae magazine tho haha,"{'neg': 0.0, 'neu': 0.564, 'pos': 0.436, 'compound': 0.8176}",0.8176,Positive
@breadandbadger Congrats!!  i totally forgot to submit photos ,congrats totally forgot submit photo,"{'neg': 0.0, 'neu': 0.541, 'pos': 0.459, 'compound': 0.5267}",0.5267,Positive
"@PaulaAbdul awww, Good luck Paula!! Please don't work too hard  but I hope you have fun  Your new album is gonna be amazing!  xxx",awww goo luck paula please ont work har hope fun new album gonna amazing xxx,"{'neg': 0.0, 'neu': 0.395, 'pos': 0.605, 'compound': 0.936}",0.936,Positive
@imaginarypeach now your leaving me  .... -gets sad-,leaving get sa,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
"I miss you twitter. My phone broke, now I'm using a stupid Nokia phone. Ughhh, I miss my advance phone. ",miss twitter phone broke im using stupi nokia phone ughhh miss avance phone,"{'neg': 0.375, 'neu': 0.625, 'pos': 0.0, 'compound': -0.6124}",-0.6124,Negative
SHOOTING OUTSIDE MY HOUSE :O NOT KIDDING! So SCARED ,shooting outsie house kiing scare,"{'neg': 0.444, 'neu': 0.556, 'pos': 0.0, 'compound': -0.4939}",-0.4939,Negative
Tuesdayï¿½ll start with reflection ï¿½n then a lecture in Stress reducing techniques. That sure might become very useful for us accompaniers ,tuesayï¿½ll start reflection ï¿½n lecture stress reucing technique sure might become useful u accompaniers,"{'neg': 0.156, 'neu': 0.556, 'pos': 0.289, 'compound': 0.34}",0.34,Positive
What tragedy and disaster in the news this week ,tragey isaster news week,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
yes yes still trying to find a picture that will upload correclty.. ,yes yes still trying fin picture uploa correclty,"{'neg': 0.0, 'neu': 0.526, 'pos': 0.474, 'compound': 0.6597}",0.6597,Positive
